"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
202009,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",37,5261326
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",14,2048200
202009,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B738","-",1,146300
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",251,36721300
202009,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",3,438900
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",553,86986900
202009,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B739","-",1,157300
202009,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",13,2044900
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",52,10296000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",102,22848000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-",20,6400000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-",75,33925000
202009,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-",7,3220000
202009,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B772","-",15,6910000
202009,"United Airlines","UA","United Airlines","UA","International","US","Passenger","Wide Body","Boeing","B772","-",2,920000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-",13,7202000
202009,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-",35,19390000
202009,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",13,7202000
202009,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-",15,8310000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-",23,8740000
202009,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-",23,8740000
202009,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B788","-",3,1140000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-",49,20825000
202009,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-",76,32300000
202009,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",40,17000000
202009,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-",35,14875000
202009,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-",11,4675000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-",22,9790000
202009,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B78X","-",1,445000
202009,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A350","-",6,3121740
202009,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-",16,6800000
202009,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B773","-",6,3324000
202009,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B772","-",8,3680000
202009,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B762","-",1,272000
202009,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-",18,11806000
202009,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-",15,9764000
202009,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-",18,8135064
202009,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",110,15840000
202009,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",341,58484606
202009,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1,142198
202009,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-",18,9972000
202009,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",4,629200
202009,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",133,20887900
202009,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",12,1728000
202009,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",112,7504000
202009,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",1,129200
202009,"Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-",42,7333452
202009,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A321","-",4,698424
202009,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",26,3707069
202009,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",118,16795899
202009,"Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-",70,22580000
202009,"Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B762","-",24,6792000
202009,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",18,7650000
202009,"Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-",21,10332000
202009,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-",18,9972000
202009,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B772","-",1,460104
202009,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Bombardier","BCS3","-",4,508000
202009,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","-",5,710990
202009,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","-",23,3093086
202009,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",21,3024000
202009,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-",409,19223000
202009,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-",7,329000
202009,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-",8,3262840
202009,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","B773","-",6,3324000
202009,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Airbus","A359","-",3,1369071
202009,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-",11,5019927
202009,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B789","-",21,8925000
202009,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-",25,19075000
202009,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B744","-",1,653000
202009,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-",51,16608000
202009,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-",12,5640000
202009,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",164,28129280
202009,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-",25,10625000
202009,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-",5,2770000
202009,"SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",58,3886000
202009,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",168,12592776
202009,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",30,12037230
202009,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",5,857600
202009,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",33,4712376
202009,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",51,7572018
202009,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-",38,12388000
202009,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-",43,23822000
202009,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-",209,23408000
202009,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",88,17424000
202009,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",302,47504600
202009,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B773","-",1,554000
202009,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-",30,16620000
202009,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B744","-",17,11322000
202009,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A359","-",8,3650856
202009,"SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",657,49246749
202009,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",149,11168593
202009,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",873,65437461
202009,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-",57,4272549
202009,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",331,42368000
202009,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",122,17568000
202009,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",20,2925700
202009,"Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-",12,6648000
202009,"Swissport USA","","Swissport USA","","Domestic","US","Freighter","Wide Body","","A124","-",2,1454000
202009,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-",8,1102312
202009,"Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-",18,7650000
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",128,17564238
202009,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","-",1,134482
202009,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",29,3979346
202009,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",184,26111524
202008,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-",2,920000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-",30,13350000
202008,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-",13,5525000
202008,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-",27,11475000
202008,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",43,18275000
202008,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-",73,31025000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-",67,28475000
202008,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B788","-",1,380000
202008,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-",27,10260000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-",30,11400000
202008,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-",26,14404000
202008,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",14,7756000
202008,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-",30,16620000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-",26,14404000
202008,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B772","-",1,460000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-",73,32710000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-",7,2240000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",80,17920000
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",98,19404000
202008,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-",8,1258400
202008,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B739","-",3,471900
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",522,82110600
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",328,47986400
202008,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","B738","-",46,6729800
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",15,2194500
202008,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",42,5972316
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",168,23853992
202008,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",19,2608070
202008,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","-",5,688945
202008,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",198,27199547
202008,"Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-",17,7225000
202008,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-",1,145505
202008,"Swissport USA","","Swissport USA","","International","Asia","Passenger","Wide Body","Boeing","B78X","-",1,445000
202008,"Swissport USA","","Swissport USA","","Domestic","US","Passenger","Wide Body","Boeing","767","300",1,320000
202008,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",21,3072300
202008,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",153,22032000
202008,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",536,68608000
202008,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-",8,599656
202008,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",738,55318266
202008,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",155,11618335
202008,"SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",661,49546577
202008,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",119,7973000
202008,"SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-",53,3551000
202008,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-",731,34357000
202008,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-",12,564000
202008,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-",9,3688331
202008,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","B773","-",4,2216000
202008,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Airbus","A359","-",5,2281785
202008,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-",22,10039854
202008,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B789","-",22,9350000
202008,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-",25,19075000
202008,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-",51,16626000
202008,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-",14,6580000
202008,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",172,29501440
202008,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-",31,13175000
202008,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-",210,15740970
202008,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-",31,12438471
202008,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",35,4996772
202008,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",20,2971840
202008,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-",38,12388000
202008,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-",43,23822000
202008,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-",217,24304000
202008,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",97,19206000
202008,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",294,46246200
202008,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",1,146300
202008,"Delta Air Lines","DL","Delta Air Lines","DL","International","Asia","Passenger","Wide Body","Airbus","A359","-",1,456357
202008,"China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B773","-",1,554000
202008,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Boeing","B773","-",1,554000
202008,"China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-",3,1190496
202008,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-",31,17174000
202008,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B744","-",18,11988000
202008,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Airbus","A359","-",2,912714
202008,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A350","-",11,5723190
202008,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-",31,13175000
202008,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B762","-",1,272000
202008,"Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-",10,6576000
202008,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-",22,14298000
202008,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-",17,7683116
202008,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",73,10512000
202008,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",397,68088606
202008,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-",15,8310000
202008,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",46,7235800
202008,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",4,576000
202008,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",25,3600000
202008,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",2,258400
202008,"Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-",52,9079512
202008,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A321","-",1,174606
202008,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",30,4285782
202008,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",187,26723306
202008,"Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-",65,21068000
202008,"Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B762","-",27,7641000
202008,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",18,7650000
202008,"Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-",16,7872000
202008,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-",14,7756000
202008,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","B773","-",8,4432000
202008,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","-",17,2417366
202008,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","-",17,2286194
202008,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-",23,3312000
202007,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","-",41,5830118
202007,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B78X","-",1,445000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-",26,11570000
202007,"United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-",12,5100000
202007,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-",29,12325000
202007,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-",34,14450000
202007,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-",59,25075000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-",85,36125000
202007,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-",27,10260000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-",9,3420000
202007,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-",12,6648000
202007,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B773","-",14,7756000
202007,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-",29,16066000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-",3,1662000
202007,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-",3,1410000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-",65,29020000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-",2,640000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-",2,448000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-",86,17028000
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-",285,44830500
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",124,18141200
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-",29,4242700
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B737","-",1,129200
202007,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A320","-",1,142198
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",143,20246134
202007,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","-",49,6728512
202007,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","-",9,1210338
202007,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",397,54480664
202007,"Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-",8,3400000
202007,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-",1,145505
202007,"Swissport USA","","Swissport USA","","International","Asia","Passenger","Wide Body","Boeing","B78X","-",1,445000
202007,"Swissport USA","","Swissport USA","","International","Middle East","Passenger","Wide Body","Airbus","A359","-",1,456000
202007,"Swissport USA","","Swissport USA","","International","Asia","Passenger","Wide Body","Airbus","A359","-",1,456000
